"am_gene_ID","am_gene_symbol","dr_gene_ID","dr_gene_symbol"
"ENSAMXG00000039601","ENSAMXG00000039601","ENSDARG00000101340","ENSDARG00000101340"
"ENSAMXG00000039602","zgc:101851","ENSDARG00000037199","C9H2orf76"
"ENSAMXG00000039603","naif1","ENSDARG00000062753","naif1"
"ENSAMXG00000039610","CLTB","ENSDARG00000052368","CLTB"
"ENSAMXG00000039611","nrn1a","ENSDARG00000071860","nrn1a"
"ENSAMXG00000039614","setb","ENSDARG00000003920","setb"
"ENSAMXG00000039617","nfkbiab","ENSDARG00000007693","nfkbiab"
"ENSAMXG00000039618","mxd3","ENSDARG00000098350","mxd3"
"ENSAMXG00000039619","ppp1r7","ENSDARG00000009740","ppp1r7"
"ENSAMXG00000039622","ZBTB41","ENSDARG00000054984","ZBTB41"
"ENSAMXG00000039624","ENSAMXG00000039624","ENSDARG00000077103","ENSDARG00000077103"
"ENSAMXG00000039625","ENSAMXG00000039625","ENSDARG00000103551","ENSDARG00000103551"
"ENSAMXG00000039626","mettl14","ENSDARG00000070278","mettl14"
"ENSAMXG00000039633","ccdc126","ENSDARG00000062695","ccdc126"
"ENSAMXG00000039634","mrpl43","ENSDARG00000076334","mrpl43"
"ENSAMXG00000039637","tmem18","ENSDARG00000036704","tmem18"
"ENSAMXG00000039638","eif3k","ENSDARG00000068289","eif3k"
"ENSAMXG00000039639","apoa4a","ENSDARG00000101160","apoa4a"
"ENSAMXG00000039640","spef1","ENSDARG00000022007","spef1"
"ENSAMXG00000039643","cthl","ENSDARG00000074301","cth"
"ENSAMXG00000039647","znf593","ENSDARG00000044102","znf593"
"ENSAMXG00000039648","ube2j1","ENSDARG00000033489","ube2j1"
"ENSAMXG00000039649","CPNE7","ENSDARG00000102584","CPNE7"
"ENSAMXG00000039650","GSTP1","ENSDARG00000104068","gstp1.2"
"ENSAMXG00000039651","dedd1","ENSDARG00000002758","dedd1"
"ENSAMXG00000039653","ier3ip1","ENSDARG00000039601","ier3ip1"
"ENSAMXG00000039654","timd4","ENSDARG00000077257","timd4"
"ENSAMXG00000039655","ENSAMXG00000039655","ENSDARG00000070847","trim35-20"
"ENSAMXG00000039657","ENSAMXG00000039657","ENSDARG00000090185","si:dkeyp-73b11.8"
"ENSAMXG00000039658","mettl23","ENSDARG00000099516","mettl23"
"ENSAMXG00000039661","crygm5","ENSDARG00000041179","crygm5"
"ENSAMXG00000039663","antkmt","ENSDARG00000041223","antkmt"
"ENSAMXG00000039666","f2r","ENSDARG00000060012","f2r"
"ENSAMXG00000039668","gtf3aa","ENSDARG00000030267","gtf3aa"
"ENSAMXG00000039671","utp11","ENSDARG00000039958","utp11"
"ENSAMXG00000039673","ENSAMXG00000039673","ENSDARG00000086626","ENSDARG00000086626"
"ENSAMXG00000039675","bsdc1","ENSDARG00000052623","bsdc1"
"ENSAMXG00000039679","ankrd22","ENSDARG00000002298","ankrd22"
"ENSAMXG00000039680","ENSAMXG00000039680","ENSDARG00000060639","APBA2"
"ENSAMXG00000039681","ENSAMXG00000039681","ENSDARG00000025949","ENSDARG00000025949"
"ENSAMXG00000039683","PRDM2","ENSDARG00000076451","PRDM2"
"ENSAMXG00000039687","gpc2","ENSDARG00000104217","gpc2"
"ENSAMXG00000039690","FAM171A1","ENSDARG00000079788","FAM171A1"
"ENSAMXG00000039692","gltpd2b","ENSDARG00000067889","gltpd2b"
"ENSAMXG00000039693","mxtx2","ENSDARG00000015906","mxtx2"
"ENSAMXG00000039696","GMPPA","ENSDARG00000024112","gmppaa"
"ENSAMXG00000039697","MUSK","ENSDARG00000098764","musk"
"ENSAMXG00000039701","rhbdl2","ENSDARG00000069833","rhbdl2"
"ENSAMXG00000039703","ENSAMXG00000039703","ENSDARG00000013460","ENSDARG00000013460"
"ENSAMXG00000039705","zgc:114123","ENSDARG00000044956","zgc:114123"
"ENSAMXG00000039707","kitlga","ENSDARG00000070917","kitlga"
"ENSAMXG00000039709","ENSAMXG00000039709","ENSDARG00000037526","ENSDARG00000037526"
"ENSAMXG00000039710","nxph2b","ENSDARG00000079188","nxph2b"
"ENSAMXG00000039711","USF3","ENSDARG00000077431","USF3"
"ENSAMXG00000039712","nr6a1a","ENSDARG00000101508","nr6a1a"
"ENSAMXG00000039713","ENSAMXG00000039713","ENSDARG00000077013","ENSDARG00000077013"
"ENSAMXG00000039715","ENSAMXG00000039715","ENSDARG00000110266","ENSDARG00000110266"
"ENSAMXG00000039717","rap1b","ENSDARG00000008867","rap1b"
"ENSAMXG00000039720","s1pr2","ENSDARG00000036548","s1pr2"
"ENSAMXG00000039721","ess2","ENSDARG00000060922","ess2"
"ENSAMXG00000039722","exo5","ENSDARG00000042727","exo5"
"ENSAMXG00000039723","mgst2","ENSDARG00000071345","mgst2"
"ENSAMXG00000039728","e2f5","ENSDARG00000038812","e2f5"
"ENSAMXG00000039729","foxi2","ENSDARG00000069715","foxi2"
"ENSAMXG00000039732","ENSAMXG00000039732","ENSDARG00000100702","zgc:174680"
"ENSAMXG00000039733","ugt8","ENSDARG00000037455","ugt8"
"ENSAMXG00000039736","PXDC1","ENSDARG00000040309","PXDC1"
"ENSAMXG00000039739","ENSAMXG00000039739","ENSDARG00000071052","ENSDARG00000071052"
"ENSAMXG00000039741","lysmd4","ENSDARG00000068702","lysmd4"
"ENSAMXG00000039742","hyal3","ENSDARG00000036818","hyal3"
"ENSAMXG00000039743","tnni2a.4","ENSDARG00000029069","tnni2a.4"
"ENSAMXG00000039745","entpd1","ENSDARG00000045066","entpd1"
"ENSAMXG00000039746","ENSAMXG00000039746","ENSDARG00000089435","ENSDARG00000089435"
"ENSAMXG00000039747","ENSAMXG00000039747","ENSDARG00000058774","ENSDARG00000058774"
"ENSAMXG00000039750","ENSAMXG00000039750","ENSDARG00000035132","ENSDARG00000035132"
"ENSAMXG00000039751","MASP1","ENSDARG00000068726","MASP1"
"ENSAMXG00000039755","ENSAMXG00000039755","ENSDARG00000058658","ENSDARG00000058658"
"ENSAMXG00000039756","mthfs","ENSDARG00000104487","mthfs"
"ENSAMXG00000039762","cinp","ENSDARG00000073910","cinp"
"ENSAMXG00000039763","ENSAMXG00000039763","ENSDARG00000007467","ifit10"
"ENSAMXG00000039764","cnrip1a","ENSDARG00000091683","cnrip1a"
"ENSAMXG00000039766","ENSAMXG00000039766","ENSDARG00000035735","gsx1"
"ENSAMXG00000039767","tmem184a","ENSDARG00000104538","tmem184a"
"ENSAMXG00000039769","TMEM235","ENSDARG00000089276","TMEM235"
"ENSAMXG00000039771","ndufs2","ENSDARG00000007526","ndufs2"
"ENSAMXG00000039772","il17a/f3","ENSDARG00000041976","il17a/f3"
"ENSAMXG00000039773","ENSAMXG00000039773","ENSDARG00000074082","ENSDARG00000074082"
"ENSAMXG00000039775","saysd1","ENSDARG00000043687","saysd1"
"ENSAMXG00000039778","eif5a","ENSDARG00000017235","eif5a"
"ENSAMXG00000039781","ENSAMXG00000039781","ENSDARG00000042159","RFESD"
"ENSAMXG00000039782","ENSAMXG00000039782","ENSDARG00000078768","ENSDARG00000078768"
"ENSAMXG00000039784","ENSAMXG00000039784","ENSDARG00000115038","ENSDARG00000115038"
"ENSAMXG00000039786","dtnbb","ENSDARG00000013020","dtnbb"
"ENSAMXG00000039787","dnajb12a","ENSDARG00000039363","dnajb12a"
"ENSAMXG00000039788","ENSAMXG00000039788","ENSDARG00000027192","ENSDARG00000027192"
"ENSAMXG00000039791","pitpnc1b","ENSDARG00000022807","pitpnc1b"
"ENSAMXG00000039792","NTRK3","ENSDARG00000086214","NTRK3"
"ENSAMXG00000039793","tnfrsf9b","ENSDARG00000090728","tnfrsf9b"
"ENSAMXG00000039794","hacd1","ENSDARG00000103744","hacd1"
"ENSAMXG00000039795","dgcr6","ENSDARG00000005500","dgcr6"
"ENSAMXG00000039796","ENSAMXG00000039796","ENSDARG00000092362","hsp70.2"
"ENSAMXG00000039798","tcap","ENSDARG00000007344","tcap"
"ENSAMXG00000039803","septin15","ENSDARG00000102889","septin15"
"ENSAMXG00000039805","wt1b","ENSDARG00000007990","wt1b"
"ENSAMXG00000039806","ENSAMXG00000039806","ENSDARG00000087245","ENSDARG00000087245"
"ENSAMXG00000039807","arpc5b","ENSDARG00000019062","arpc5b"
"ENSAMXG00000039808","PDK1","ENSDARG00000013128","PDK1"
"ENSAMXG00000039809","sdhaf3","ENSDARG00000036092","sdhaf3"
"ENSAMXG00000039810","actr1b","ENSDARG00000011611","actr1b"
"ENSAMXG00000039812","TAFA5","ENSDARG00000045608","TAFA5"
"ENSAMXG00000039814","hnrnpabb","ENSDARG00000099865","hnrnpabb"
"ENSAMXG00000039815","rhbdd1","ENSDARG00000021046","rhbdd1"
"ENSAMXG00000039818","polr3k","ENSDARG00000037835","polr3k"
"ENSAMXG00000039819","scdb","ENSDARG00000030265","scdb"
"ENSAMXG00000039825","RAMP3","ENSDARG00000111822","RAMP3"
"ENSAMXG00000039831","taf10","ENSDARG00000068641","taf10"
"ENSAMXG00000039832","bri3bp","ENSDARG00000010108","bri3bp"
"ENSAMXG00000039834","wt1a","ENSDARG00000031420","wt1a"
"ENSAMXG00000039836","kcnh1b","ENSDARG00000023236","kcnh1b"
"ENSAMXG00000039839","ccdc51","ENSDARG00000058828","ccdc51"
"ENSAMXG00000039840","dmrta2","ENSDARG00000039412","dmrta2"
"ENSAMXG00000039849","snai1b","ENSDARG00000046019","snai1b"
"ENSAMXG00000039856","epn1a","ENSDARG00000010411","epn1a"
"ENSAMXG00000039858","ENSAMXG00000039858","ENSDARG00000086100","ENSDARG00000086100"
"ENSAMXG00000039860","rapsn","ENSDARG00000041133","rapsn"
"ENSAMXG00000039862","trappc6bl","ENSDARG00000033171","trappc6bl"
"ENSAMXG00000039864","perp","ENSDARG00000063572","perp"
"ENSAMXG00000039865","rab35b","ENSDARG00000058425","rab35b"
"ENSAMXG00000039866","asgrl1","ENSDARG00000046142","asgrl1"
"ENSAMXG00000039867","pou3f3a","ENSDARG00000042032","pou3f3a"
"ENSAMXG00000039868","actn1","ENSDARG00000007219","actn1"
"ENSAMXG00000039870","KCNJ10","ENSDARG00000090815","KCNJ10"
"ENSAMXG00000039874","pde6d","ENSDARG00000074892","pde6d"
"ENSAMXG00000039877","CSRNP3","ENSDARG00000079741","CSRNP3"
"ENSAMXG00000039879","ENSAMXG00000039879","ENSDARG00000109604","ENSDARG00000109604"
"ENSAMXG00000039880","vdac1","ENSDARG00000045132","vdac1"
"ENSAMXG00000039885","zpr1","ENSDARG00000043542","zpr1"
"ENSAMXG00000039888","CFAP418","ENSDARG00000090181","ENSDARG00000090181"
"ENSAMXG00000039891","ENSAMXG00000039891","ENSDARG00000087145","ENSDARG00000087145"
"ENSAMXG00000039895","ENSAMXG00000039895","ENSDARG00000036876","zgc:153284"
"ENSAMXG00000039899","aptx","ENSDARG00000027143","aptx"
"ENSAMXG00000039900","ENSAMXG00000039900","ENSDARG00000105398","ENSDARG00000105398"
"ENSAMXG00000039901","gfra2a","ENSDARG00000042723","gfra2a"
"ENSAMXG00000039905","spsb1","ENSDARG00000056515","spsb1"
"ENSAMXG00000039906","PDK3","ENSDARG00000014527","PDK3"
"ENSAMXG00000039907","UNCX","ENSDARG00000102976","UNCX"
"ENSAMXG00000039909","dpm2","ENSDARG00000095623","dpm2"
"ENSAMXG00000039913","bloc1s1","ENSDARG00000014171","bloc1s1"
"ENSAMXG00000039915","pcyox1","ENSDARG00000103052","pcyox1"
"ENSAMXG00000039917","ENSAMXG00000039917","ENSDARG00000106267","ENSDARG00000106267"
"ENSAMXG00000039919","SHPK","ENSDARG00000002355","SHPK"
"ENSAMXG00000039927","ENSAMXG00000039927","ENSDARG00000079031","ENSDARG00000079031"
"ENSAMXG00000039928","cish","ENSDARG00000060316","cish"
"ENSAMXG00000039931","ENSAMXG00000039931","ENSDARG00000075671","tlr4al"
"ENSAMXG00000039932","il10rb","ENSDARG00000078042","il10rb"
"ENSAMXG00000039935","smad7","ENSDARG00000016858","smad7"
"ENSAMXG00000039939","ENSAMXG00000039939","ENSDARG00000103071","ENSDARG00000103071"
"ENSAMXG00000039940","vapb","ENSDARG00000070435","vapb"
"ENSAMXG00000039943","shox","ENSDARG00000025891","shox"
"ENSAMXG00000039944","ccdc9","ENSDARG00000004636","ccdc9"
"ENSAMXG00000039946","arih2","ENSDARG00000012848","arih2"
"ENSAMXG00000039949","gch2","ENSDARG00000099101","gch2"
"ENSAMXG00000039951","atp6v0a2b","ENSDARG00000035565","atp6v0a2b"
"ENSAMXG00000039952","b4galt5","ENSDARG00000037815","b4galt5"
"ENSAMXG00000039953","FBXL14","ENSDARG00000045801","fbxl14b"
"ENSAMXG00000039958","SH3BP5","ENSDARG00000100529","SH3BP5"
"ENSAMXG00000039960","runx1","ENSDARG00000087646","runx1"
"ENSAMXG00000039962","acsl1a","ENSDARG00000030514","acsl1a"
"ENSAMXG00000039965","tyw3","ENSDARG00000038222","tyw3"
"ENSAMXG00000039966","nqo1","ENSDARG00000010250","nqo1"
"ENSAMXG00000039969","KCNAB3","ENSDARG00000074320","KCNAB3"
"ENSAMXG00000039971","snap23.1","ENSDARG00000012874","snap23.1"
"ENSAMXG00000039981","zgc:86896","ENSDARG00000090369","zgc:86896"
"ENSAMXG00000039982","bmp7b","ENSDARG00000063230","bmp7b"
"ENSAMXG00000039984","ctsh","ENSDARG00000041108","ctsh"
"ENSAMXG00000039985","RAD54B","ENSDARG00000092134","RAD54B"
"ENSAMXG00000039988","si:ch211-175m2.5","ENSDARG00000089019","si:ch211-175m2.5"
"ENSAMXG00000039992","LCA5","ENSDARG00000076153","LCA5"
"ENSAMXG00000039997","or41a2","ENSDARG00000100546","or41a1"
"ENSAMXG00000039998","dtd2","ENSDARG00000036775","dtd2"
"ENSAMXG00000039999","yju2","ENSDARG00000026185","yju2"
"ENSAMXG00000040001","ENSAMXG00000040001","ENSDARG00000092199","ENSDARG00000092199"
"ENSAMXG00000040003","si:dkey-112g5.16","ENSDARG00000069909","HTRA2"
"ENSAMXG00000040004","zgc:77880","ENSDARG00000030563","zgc:77880"
"ENSAMXG00000040005","ALX3","ENSDARG00000111246","ENSDARG00000111246"
"ENSAMXG00000040006","inpp5l","ENSDARG00000053878","inpp5l"
"ENSAMXG00000040007","agbl4","ENSDARG00000068050","agbl4"
"ENSAMXG00000040008","MMP17","ENSDARG00000078915","MMP17"
"ENSAMXG00000040009","ENSAMXG00000040009","ENSDARG00000025024","ENSDARG00000025024"
"ENSAMXG00000040010","trmt10b","ENSDARG00000060176","trmt10b"
"ENSAMXG00000040014","serpinb1l2","ENSDARG00000055416","serpinb1"
"ENSAMXG00000040015","WNT6","ENSDARG00000073935","WNT6"
"ENSAMXG00000040016","ENSAMXG00000040016","ENSDARG00000074772","ccl44"
"ENSAMXG00000040017","tmeff1b","ENSDARG00000056740","tmeff1b"
"ENSAMXG00000040018","ccdc25","ENSDARG00000021753","ccdc25"
"ENSAMXG00000040019","tha1","ENSDARG00000076225","tha1"
"ENSAMXG00000040020","mrpl35","ENSDARG00000070589","mrpl35"
"ENSAMXG00000040023","ENSAMXG00000040023","ENSDARG00000108525","ENSDARG00000108525"
"ENSAMXG00000040025","pqbp1","ENSDARG00000029724","pqbp1"
"ENSAMXG00000040029","USH1G","ENSDARG00000004322","USH1G"
"ENSAMXG00000040030","ENSAMXG00000040030","ENSDARG00000114444","ENSDARG00000114444"
"ENSAMXG00000040033","ddah2","ENSDARG00000105009","ddah2"
"ENSAMXG00000040034","cox7a2a","ENSDARG00000053217","cox7a2a"
"ENSAMXG00000040035","stat6","ENSDARG00000015902","stat6"
"ENSAMXG00000040036","LRP1","ENSDARG00000029146","LRP1"
"ENSAMXG00000040048","ENSAMXG00000040048","ENSDARG00000105544","ENSDARG00000105544"
"ENSAMXG00000040049","ENSAMXG00000040049","ENSDARG00000062785","ENSDARG00000062785"
"ENSAMXG00000040054","krt5","ENSDARG00000058371","krt5"
"ENSAMXG00000040057","snrnp25","ENSDARG00000020363","snrnp25"
"ENSAMXG00000040058","memo1","ENSDARG00000010823","memo1"
"ENSAMXG00000040059","ENSAMXG00000040059","ENSDARG00000055011","ENSDARG00000055011"
"ENSAMXG00000040060","fgfrl1b","ENSDARG00000052556","fgfrl1b"
"ENSAMXG00000040063","wnt5a","ENSDARG00000104973","wnt5a"
"ENSAMXG00000040066","ociad2","ENSDARG00000052336","ociad2"
"ENSAMXG00000040068","ENSAMXG00000040068","ENSDARG00000088650","ENSDARG00000088650"
"ENSAMXG00000040069","trmt10a","ENSDARG00000036678","trmt10a"
"ENSAMXG00000040077","ap1m1","ENSDARG00000096249","ap1m1"
"ENSAMXG00000040078","ENSAMXG00000040078","ENSDARG00000062821","slc6a15"
"ENSAMXG00000040079","zdhhc14","ENSDARG00000037069","zdhhc14"
"ENSAMXG00000040081","cybc1","ENSDARG00000071414","cybc1"
"ENSAMXG00000040082","ENSAMXG00000040082","ENSDARG00000076969","ENSDARG00000076969"
"ENSAMXG00000040089","ENSAMXG00000040089","ENSDARG00000024443","ENSDARG00000024443"
"ENSAMXG00000040096","RASSF9","ENSDARG00000074721","RASSF9"
"ENSAMXG00000040097","ndufs7","ENSDARG00000074552","ndufs7"
"ENSAMXG00000040098","si:ch211-170d8.2","ENSDARG00000094887","si:ch211-170d8.2"
"ENSAMXG00000040100","usp14","ENSDARG00000025889","usp14"
"ENSAMXG00000040103","VASH2","ENSDARG00000007774","VASH2"
"ENSAMXG00000040105","ENSAMXG00000040105","ENSDARG00000114675","ENSDARG00000114675"
"ENSAMXG00000040115","ponzr1","ENSDARG00000090444","ponzr1"
"ENSAMXG00000040117","TRIM66","ENSDARG00000054332","ENSDARG00000054332"
"ENSAMXG00000040120","mybbp1a","ENSDARG00000078214","mybbp1a"
"ENSAMXG00000040122","PEMT","ENSDARG00000103614","ENSDARG00000103614"
"ENSAMXG00000040125","gjd6","ENSDARG00000017927","gjd6"
"ENSAMXG00000040126","ENSAMXG00000040126","ENSDARG00000035188","rab14l"
"ENSAMXG00000040127","slc5a11","ENSDARG00000019932","slc5a11"
"ENSAMXG00000040128","scamp1","ENSDARG00000036911","scamp1"
"ENSAMXG00000040131","ENSAMXG00000040131","ENSDARG00000056961","ENSDARG00000056961"
"ENSAMXG00000040132","fuca2","ENSDARG00000044073","fuca2"
"ENSAMXG00000040134","coq8aa","ENSDARG00000020123","coq8aa"
"ENSAMXG00000040135","pla2g12b","ENSDARG00000015662","pla2g12b"
"ENSAMXG00000040136","ENSAMXG00000040136","ENSDARG00000092947","cyt1"
"ENSAMXG00000040136","ENSAMXG00000040136","ENSDARG00000036832","cyt1l"
"ENSAMXG00000040140","ENSAMXG00000040140","ENSDARG00000087461","ENSDARG00000087461"
"ENSAMXG00000040145","coro1b","ENSDARG00000008660","coro1b"
"ENSAMXG00000040146","usb1","ENSDARG00000003841","usb1"
"ENSAMXG00000040147","pdp1","ENSDARG00000076308","pdp1"
"ENSAMXG00000040150","ENSAMXG00000040150","ENSDARG00000091489","ENSDARG00000091489"
"ENSAMXG00000040151","ENSAMXG00000040151","ENSDARG00000090164","ENSDARG00000090164"
"ENSAMXG00000040154","st7","ENSDARG00000112691","st7"
"ENSAMXG00000040156","sec61g","ENSDARG00000018637","sec61g"
"ENSAMXG00000040159","ENSAMXG00000040159","ENSDARG00000102310","ENSDARG00000102310"
"ENSAMXG00000040164","SLC44A2","ENSDARG00000103399","SLC44A2"
"ENSAMXG00000040172","lgals2a","ENSDARG00000054942","lgals2a"
"ENSAMXG00000040176","zgc:113337","ENSDARG00000041998","zgc:113337"
"ENSAMXG00000040177","U2","ENSDARG00000115204","U2"
"ENSAMXG00000040178","etaa1a","ENSDARG00000074915","etaa1a"
"ENSAMXG00000040179","st6galnac4","ENSDARG00000100804","st6galnac4"
"ENSAMXG00000040181","ENSAMXG00000040181","ENSDARG00000113137","ENSDARG00000113137"
"ENSAMXG00000040182","upp2","ENSDARG00000036833","upp2"
"ENSAMXG00000040185","lrmp","ENSDARG00000045574","lrmp"
"ENSAMXG00000040188","homer3b","ENSDARG00000010789","homer3b"
"ENSAMXG00000040189","marchf8","ENSDARG00000062489","marchf8"
"ENSAMXG00000040190","sh3bgrl3","ENSDARG00000098075","sh3bgrl3"
"ENSAMXG00000040192","pvrl2l","ENSDARG00000063390","pvrl2l"
"ENSAMXG00000040197","zfyve27","ENSDARG00000059835","zfyve27"
"ENSAMXG00000040198","ENSAMXG00000040198","ENSDARG00000095332","ENSDARG00000095332"
"ENSAMXG00000040198","ENSAMXG00000040198","ENSDARG00000045842","zgc:113263"
"ENSAMXG00000040204","gprc5ba","ENSDARG00000077080","gprc5ba"
"ENSAMXG00000040206","si:dkeyp-72h1.1","ENSDARG00000095347","si:dkeyp-72h1.1"
"ENSAMXG00000040207","P2RY2","ENSDARG00000104425","P2RY2"
"ENSAMXG00000040210","ENSAMXG00000040210","ENSDARG00000075505","ENSDARG00000075505"
"ENSAMXG00000040213","srrd","ENSDARG00000059028","srrd"
"ENSAMXG00000040214","mettl21e","ENSDARG00000016343","mettl21e"
"ENSAMXG00000040215","zgc:77151","ENSDARG00000054307","zgc:77151"
"ENSAMXG00000040216","acbd5a","ENSDARG00000034883","acbd5a"
"ENSAMXG00000040217","gpc4","ENSDARG00000015472","gpc4"
"ENSAMXG00000040218","ENSAMXG00000040218","ENSDARG00000059125","prkacbb"
"ENSAMXG00000040220","eef1g","ENSDARG00000056119","eef1g"
"ENSAMXG00000040222","PCYOX1L","ENSDARG00000069003","PCYOX1L"
"ENSAMXG00000040223","foxa1","ENSDARG00000102138","foxa1"
"ENSAMXG00000040224","rbm4.3","ENSDARG00000022129","rbm4.3"
"ENSAMXG00000040226","zgc:85936","ENSDARG00000087529","zgc:85936"
"ENSAMXG00000040228","arfip2a","ENSDARG00000059244","arfip2a"
"ENSAMXG00000040230","chst3a","ENSDARG00000061070","chst3a"
"ENSAMXG00000040231","lman2lb","ENSDARG00000088663","lman2lb"
"ENSAMXG00000040232","sod2","ENSDARG00000042644","sod2"
"ENSAMXG00000040235","inka1b","ENSDARG00000070404","inka1b"
"ENSAMXG00000040236","ENSAMXG00000040236","ENSDARG00000058930","ENSDARG00000058930"
"ENSAMXG00000040241","dnaaf4","ENSDARG00000099161","dnaaf4"
"ENSAMXG00000040243","ENSAMXG00000040243","ENSDARG00000046021","ENSDARG00000046021"
"ENSAMXG00000040245","ENSAMXG00000040245","ENSDARG00000115129","ENSDARG00000115129"
"ENSAMXG00000040247","ENSAMXG00000040247","ENSDARG00000113032","ENSDARG00000113032"
"ENSAMXG00000040252","tefm","ENSDARG00000100548","tefm"
"ENSAMXG00000040253","zfand3","ENSDARG00000052833","zfand3"
"ENSAMXG00000040254","pfn1","ENSDARG00000088091","pfn1"
"ENSAMXG00000040255","upk1a","ENSDARG00000021866","upk1a"
"ENSAMXG00000040256","tasp1","ENSDARG00000060580","tasp1"
"ENSAMXG00000040257","zgc:162780","ENSDARG00000069548","zgc:162780"
"ENSAMXG00000040258","ENSAMXG00000040258","ENSDARG00000094418","ENSDARG00000094418"
"ENSAMXG00000040260","nr2f5","ENSDARG00000033172","nr2f5"
"ENSAMXG00000040261","heatr1","ENSDARG00000099742","heatr1"
"ENSAMXG00000040263","lrp4","ENSDARG00000116353","lrp4"
"ENSAMXG00000040265","prune2","ENSDARG00000059423","prune2"
"ENSAMXG00000040266","pgd","ENSDARG00000015343","pgd"
"ENSAMXG00000040267","s100v1","ENSDARG00000070427","s100v1"
"ENSAMXG00000040268","GABRG3","ENSDARG00000099919","ENSDARG00000099919"
"ENSAMXG00000040270","barhl2","ENSDARG00000104361","barhl2"
"ENSAMXG00000040271","lxn","ENSDARG00000043102","lxn"
"ENSAMXG00000040272","gata1a","ENSDARG00000013477","gata1a"
"ENSAMXG00000040273","ABTB1","ENSDARG00000063354","ABTB1"
"ENSAMXG00000040274","med15","ENSDARG00000014292","med15"
"ENSAMXG00000040275","ENSAMXG00000040275","ENSDARG00000026383","ENSDARG00000026383"
"ENSAMXG00000040276","PEBP4","ENSDARG00000107065","ENSDARG00000107065"
"ENSAMXG00000040277","mapk6","ENSDARG00000032103","mapk6"
"ENSAMXG00000040278","ASXL2","ENSDARG00000076501","ASXL2"
"ENSAMXG00000040279","mrps16","ENSDARG00000098972","mrps16"
"ENSAMXG00000040281","ATP6V1A","ENSDARG00000076318","ATP6V1A"
"ENSAMXG00000040282","sprtn","ENSDARG00000104709","sprtn"
"ENSAMXG00000040283","ENSAMXG00000040283","ENSDARG00000100708","ENSDARG00000100708"
"ENSAMXG00000040286","rab33ba","ENSDARG00000052290","rab33ba"
"ENSAMXG00000040287","upb1","ENSDARG00000011521","upb1"
"ENSAMXG00000040288","lpar1","ENSDARG00000099840","lpar1"
"ENSAMXG00000040289","ENSAMXG00000040289","ENSDARG00000088347","sp1"
"ENSAMXG00000040293","mapk4","ENSDARG00000110581","mapk4"
"ENSAMXG00000040296","ENSAMXG00000040296","ENSDARG00000095802","ENSDARG00000095802"
"ENSAMXG00000040297","pfdn2","ENSDARG00000025391","pfdn2"
"ENSAMXG00000040303","tmem116","ENSDARG00000077155","tmem116"
"ENSAMXG00000040306","kera","ENSDARG00000056938","kera"
"ENSAMXG00000040307","FAM118B","ENSDARG00000078983","FAM118B"
"ENSAMXG00000040309","ranbp10","ENSDARG00000062138","ranbp10"
"ENSAMXG00000040310","msmo1","ENSDARG00000055876","msmo1"
"ENSAMXG00000040313","BFSP1","ENSDARG00000074919","BFSP1"
"ENSAMXG00000040315","rer1","ENSDARG00000012747","rer1"
"ENSAMXG00000040320","ENSAMXG00000040320","ENSDARG00000001244","srrm1"
"ENSAMXG00000040322","melk","ENSDARG00000030759","melk"
